Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Age dependency ratio (% of working-age population),SP.POP.DPND,78.7926419,81.85792138,83.72032057,84.47978656,84.58290008,84.16817114,83.27657913,82.1160427,80.7404604,79.11299842,77.23882841,75.09773934,72.66987917,70.04174323,67.31428641,64.61381901,62.25650133,60.41403865,58.93260405,57.59208686,56.50667835,55.8021098,55.4053654,55.32980875,55.35711318,55.31859431,55.26683715,55.23489299,55.2602636,54.90078664,54.92934923,55.69562996,57.06470731,58.75430136,59.86910847,60.31493844,60.1631491,59.79169648,59.0146784,57.7278262,56.21202881,54.8288949,53.67935286,52.62648427,51.47769743,50.08439411,48.36450236,46.39479324,44.51289364,43.061786,42.11933557,41.65948449,41.65872361,41.98225091,42.58083392,43.4325411,44.4674035,45.5931114,46.68927941,47.77305855,48.70159434,49.6288195
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,106.5192802,104.5927983,102.6097724,101.2838148,100.5843293,100.1882756,99.95026525,99.76686229,99.49361172,98.93729273,97.55563663,95.55634302,93.63140827,91.93971607,90.39243995,88.83213077,87.1235593,85.24797115,83.36056009,81.50665534,79.84797113,78.63736494,77.66614759,76.76723931,75.99483562,75.36808595,74.90665309,74.67280956,74.69009885,74.91308948,75.26022577,75.59227268,75.89125777,76.18522982,76.46641917,76.71332605,76.89061993,76.93801534,76.84809098,76.73376703,76.47361881,75.85250399,74.9789461,73.99177202,72.7864232,71.23971886,69.45024149,67.5821073,65.79946603,64.33468879,62.90653123,61.40814931,60.17123594,59.14414414,58.22197982,57.34852662,56.49584316,55.6272221,54.72729016,53.83940182,53.02809435,52.33568988
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,80.05596044,80.2871979,80.97520714,81.88944154,83.94581713,86.75517425,89.18227216,91.4670147,93.49041164,95.09074771,94.73890733,92.7993094,90.89138709,88.88335433,86.64225303,84.09855389,81.49587316,79.07054684,76.77172927,74.71335857,72.78125416,70.77625571,68.84350572,67.10012007,65.49436638,64.41787574,63.91084093,63.51924787,63.30687358,63.34933388,63.49624351,62.79676627,61.31680056,60.05154013,59.03023118,58.14797688,57.40122677,56.64357198,55.74058972,54.75985828,53.97587395,53.27608398,52.35153644,51.34333566,50.28651931,49.10577605,48.00029273,47.03130042,46.19288449,45.48489803,44.67442135,43.80368098,42.98481661,42.26669882,41.7495314,41.28559984,40.91616357,40.74171326,40.56732584,40.48160066,40.62158553,40.8716546
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,63.31634717,63.34210475,63.01340801,62.62466406,62.25319664,61.79921638,61.29639608,60.70594571,60.07716335,59.59302023,59.22753955,58.8738415,58.5202054,58.05398453,57.43339625,56.75140659,56.01446144,55.25855768,54.57405903,53.99460754,53.53746473,53.13906023,52.71671209,52.22676613,51.68135817,51.11029609,50.53633388,50.03901376,49.703331,49.51558026,49.49637663,49.64603298,49.84615137,50.02849169,50.14672334,50.17038049,50.11300833,49.99826578,49.85535188,49.67625763,49.48967235,49.30850691,49.08604623,48.86026883,48.66810302,48.49440799,48.35231525,48.24343854,48.15918684,48.19407613,48.41763196,48.82800404,49.39023509,49.98463717,50.54840341,51.11544751,51.66474183,52.13516053,52.55291952,52.92950433,53.31620012,53.71014262
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,52.10740158,53.45982515,54.46859299,55.28966093,56.37506805,57.54021605,58.68418577,59.8151023,60.87623875,61.81067877,62.40244982,62.64162465,62.56608381,62.21907454,61.88238056,61.51575688,60.70065722,59.60942621,58.44987689,57.21074404,55.77635274,53.99654558,52.10497017,50.23597581,48.78693757,48.06226888,47.77278681,47.72390366,47.85847115,47.99517299,48.07348353,48.19886637,48.38044333,48.60868854,48.88409875,49.10509121,49.13960554,48.99394079,48.76479248,48.44807286,48.05901318,47.61793494,47.16863663,46.80492231,46.93347943,47.50906577,47.99108901,48.17330633,48.1728339,48.21347744,48.06187813,47.85048283,47.9792906,48.27405744,48.5314835,48.70236623,48.92916775,49.28688164,49.6623569,50.0491128,50.49508694,51.11825135
Azerbaijan,AZE,Age dependency ratio (% of working-age population),SP.POP.DPND,83.91650299,89.22926172,93.51874808,96.56375669,98.65295909,99.86657067,100.4317575,100.4062041,99.72993972,98.45175259,96.61432792,94.28260204,91.49833967,88.32439685,84.89414718,81.31641146,77.44722779,73.60482276,70.29236493,67.71908345,65.72381252,63.96619091,62.6925137,61.78398665,61.22960035,61.01115128,61.02650921,61.34592495,61.86820782,62.87528488,63.82433135,64.30317301,64.74293069,65.12776866,65.08220807,64.49958933,63.54385611,62.30105658,60.83297375,59.22504055,57.51160749,55.69708479,53.88894884,52.11434337,50.34216798,48.57357436,46.87764158,45.30125721,43.85081039,42.65286658,41.80540764,41.34518488,41.3064707,41.59165799,42.07093476,42.65134974,43.2504653,43.69613691,43.96187616,44.20588232,44.2910232,44.17852409
Burundi,BDI,Age dependency ratio (% of working-age population),SP.POP.DPND,92.29046994,92.42049763,92.66582858,93.54413893,93.60418915,93.1793499,92.56177018,91.99359492,91.7626224,91.91169136,92.11695197,92.03844125,94.31173744,96.34301547,95.5014756,95.19625146,95.39744451,95.18104083,94.67139344,95.07314352,93.33560462,92.28894748,93.69986279,94.82744407,96.2929362,98.0566284,100.1192768,101.3796566,102.6491258,104.2885916,105.50654,106.3904061,105.9535964,115.2495246,115.8875612,106.6783973,108.759473,110.1062615,107.6234258,104.5754042,102.550157,100.2942584,98.16375652,96.11990651,93.87377139,92.3168261,91.4692788,90.93592529,90.12360168,89.28692749,89.41632259,90.40386457,91.53057809,92.72357484,93.9142395,96.37657507,99.20837911,100.3234634,99.72481404,98.21220997,96.80002976,95.19677277
Belgium,BEL,Age dependency ratio (% of working-age population),SP.POP.DPND,55.42533292,56.029917,56.45531139,56.81311699,57.25569152,57.76764596,58.24905697,58.63968768,58.78251872,58.78337037,58.75740223,58.6670225,58.47114606,58.09765821,57.50783073,56.79878154,56.00124569,55.26774418,54.60694743,53.88883993,53.04448442,51.96800389,50.75963327,49.5475798,48.65401921,48.31952667,48.27273893,48.31733688,48.53537976,48.89088788,49.36856081,49.90671741,50.37753974,50.74803169,51.03606956,51.3324581,51.64268023,51.93448037,52.16703253,52.32971045,52.46169588,52.53102053,52.5222714,52.47776125,52.4358552,52.27602044,51.89607318,51.51394164,51.40705731,51.56422254,51.81761686,52.25903666,52.82325063,53.33853283,53.859121,54.30757561,54.68678353,55.10499748,55.5495903,55.97237863,56.2527202,56.50721937
Benin,BEN,Age dependency ratio (% of working-age population),SP.POP.DPND,79.88482086,80.58867916,81.55425448,82.84676213,84.70563961,86.39821331,87.5520475,88.67920397,89.75876743,90.7940738,91.77018604,92.68625028,93.53264122,94.27723173,94.90583193,95.41901949,95.7829754,96.01395467,96.15349144,96.25772039,96.40014425,96.5850216,96.78524106,96.95473869,97.09440776,97.21831514,97.30930215,97.36809538,97.41203408,97.3956372,97.32360621,97.236845,97.11068334,95.09368369,94.33595679,95.75770055,96.0924753,95.80176003,95.27401961,94.67598208,94.02527145,93.34567071,92.67477539,92.06017371,91.53075583,90.8487239,90.33888519,90.05103257,89.59163525,88.91492651,88.20841843,87.67514748,87.22103784,86.82210876,86.39927329,86.05198463,85.83166386,85.60874972,85.31471125,84.93684387,84.507018,84.00748551
Burkina Faso,BFA,Age dependency ratio (% of working-age population),SP.POP.DPND,74.10082521,74.25882689,74.60829674,75.45919349,76.72235249,77.97806816,79.17840616,80.34471991,81.46689072,82.54264847,83.5509942,84.55098939,85.53949401,86.48787713,87.39421956,88.28260223,89.16519508,89.99646157,90.86066324,91.78924476,92.68713779,93.57041445,94.44454182,95.23069114,96.00437045,96.8825959,97.87494512,98.90304962,99.82779749,100.58555,101.1753454,101.741253,102.1817002,102.2912808,102.1172198,101.7796816,101.4304294,101.0070687,100.2457247,99.19957844,98.06716445,96.88431401,95.72001726,94.69961438,93.85890434,93.20625038,92.82909121,92.76805394,92.96573906,93.25225805,93.52384676,93.71071567,93.73275917,93.62027393,93.34261429,92.89558988,92.28094977,91.51407753,90.67659835,89.76688485,88.67545391,87.39985229
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,82.72287906,83.43760988,84.30713495,85.4161113,86.7300192,87.88129442,88.83048585,89.73517664,90.56177767,91.40941423,92.06483264,92.82096829,93.73922143,94.33819773,94.70240331,94.60943474,94.24485991,94.02998476,93.96302919,94.0470926,94.24245289,94.39823574,94.35771521,94.04012544,93.47998892,92.73792783,91.79487162,90.59945737,89.25160837,87.89900427,86.51502979,84.92919955,83.2155468,81.49482227,79.72145208,77.91080963,76.06498378,74.25907048,72.60113677,71.09289714,69.69180524,68.50638826,67.52426195,66.62709946,65.72782584,64.81457485,64.06675762,63.38867515,62.75268799,61.96239275,60.84629672,59.60078862,58.21434202,56.73103955,55.25635905,53.86646547,52.54654415,51.29175909,50.18933694,49.25527744,48.40129098,47.66707237
Bulgaria,BGR,Age dependency ratio (% of working-age population),SP.POP.DPND,50.44713202,50.11816694,49.64831568,49.14245561,48.76490464,48.56193579,48.49180621,48.45332298,48.57413544,48.92155028,49.31504223,49.6493938,49.94074891,50.35590413,50.98356181,51.63677254,52.18366363,52.62584999,52.99663318,53.29497864,53.37874127,53.27498353,53.05636191,52.60692357,52.13560299,51.95466873,52.07458676,52.33476646,52.52286201,52.55776057,52.47822212,52.24585746,51.88368635,51.48953845,51.00101149,50.43435202,49.8698759,49.26773748,48.68055864,48.27681484,47.96770569,47.57307492,47.09546388,46.56327808,46.06769434,45.71662152,45.60325847,45.74781214,46.07885055,46.6383427,47.45651631,48.49162842,49.66745291,50.90996333,52.0295189,52.94827452,53.7757993,54.58049737,55.43833268,56.27940561,56.94684054,57.27185522
Bahrain,BHR,Age dependency ratio (% of working-age population),SP.POP.DPND,83.15078017,83.99303566,84.85317012,85.74570461,86.58613414,87.93133666,89.64846914,90.81123361,91.31377852,91.26704621,90.78377753,88.94896565,85.49271813,81.49421142,77.5266821,73.78234236,70.41757543,67.50168651,65.01047173,62.88937334,61.07744796,59.74926354,58.80950544,57.97213441,57.23978846,56.64329864,56.19331784,55.91873972,55.84729231,55.95601368,56.15404812,56.32583942,56.17437301,55.55338663,54.62611098,53.49905336,52.19578018,50.73004333,49.21838769,47.78924892,46.4929476,45.29074822,44.06027891,42.2257432,39.54195457,36.82786074,34.56691058,32.69028451,31.08739411,29.60434793,29.17531457,29.44575745,28.8346249,28.66087645,29.66186508,30.11067799,29.81594855,29.46206249,29.41617672,29.89787695,30.71222183,31.34714607
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),SP.POP.DPND,81.41358768,81.64730058,81.8594137,81.93901486,82.17318824,82.61576671,83.30405921,84.42177664,85.74395474,86.67062892,85.88699217,84.07054033,82.6141936,81.24122175,79.57432512,77.39826539,74.86212689,72.22803946,69.59505293,67.07860292,64.79179248,63.12471376,61.99676253,61.04583884,60.45215031,60.08748519,59.63693996,59.07622799,58.45084989,57.87085764,57.27184517,56.69767785,56.42485063,56.46545873,56.47626752,56.24801139,55.83407435,55.38772913,54.94664754,54.37175854,53.63289578,52.86152191,52.22571133,51.69060476,51.16183779,50.66712297,50.2161681,49.76007637,49.33256498,49.04331699,48.34849515,47.22724298,46.25520138,45.26152038,44.30966067,43.47978589,42.6030964,41.71707019,40.93459386,40.2855944,39.75327404,39.25732975
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),SP.POP.DPND,73.66068625,74.44552861,74.87227271,74.88339944,74.53388275,73.8602707,72.87315613,71.56819565,69.99736082,68.30330141,66.61252009,65.03245279,63.59982122,62.22209789,60.80365026,59.34033327,57.84127307,56.32448662,54.80355055,53.29753517,51.86789241,50.59475752,49.50027406,48.55757754,47.75174049,47.04968475,46.43261338,45.92407924,45.54843826,45.28752543,45.12258364,45.0900935,47.09758144,50.34218932,52.22663514,51.94882434,49.45987542,47.46676965,46.37524597,45.58037389,44.86416526,44.25809234,43.78809258,43.50892936,43.50310432,43.48162664,43.2518613,43.06769687,43.0627625,43.14635983,43.12465637,42.97348274,42.85620421,42.89416014,43.13299371,43.61519231,44.2930625,45.16964459,46.25670174,47.43051394,48.51534157,49.39312268
Belarus,BLR,Age dependency ratio (% of working-age population),SP.POP.DPND,61.94930224,63.22668125,63.99898285,64.18432195,63.88653905,63.40188685,62.86509356,62.21531558,61.42138018,60.46904082,59.4204818,58.33572313,57.19435611,56.01053499,54.86494253,53.7674082,52.71255865,51.75760095,50.96137433,50.36492205,49.89753711,49.43925657,49.0323871,48.79440704,48.70845729,48.69294812,48.83254701,49.17745109,49.72376408,50.33970565,50.88181925,51.35513704,51.74797743,51.99745262,52.09346941,52.00550235,51.65333026,50.99713242,50.0361983,48.92814827,47.9123388,46.98884187,46.10087137,45.28928539,44.52444744,43.81968746,43.16196837,42.50494246,41.90644943,41.49525587,41.34290301,41.57491955,42.26931885,43.28330693,44.41860465,45.5024848,46.52627898,47.49279882,48.38906395,49.31692876,50.13315983,50.76020781
Belize,BLZ,Age dependency ratio (% of working-age population),SP.POP.DPND,96.508503,98.61246452,100.9316705,103.4741803,106.0912883,108.6245324,111.0030656,113.0840585,114.774704,115.7544878,115.509251,114.6404408,113.9284248,113.2926501,112.6353552,111.434945,109.7281584,107.9542505,106.2192009,104.619824,103.0201295,101.0840621,99.18579121,97.83846144,97.12314566,96.75912549,96.26581833,95.59795914,94.87119464,94.15350181,93.42055085,92.7853598,91.82686007,90.40880966,88.86424642,87.18045389,85.36522884,83.46881866,81.5801584,79.79157332,78.16166063,76.76353869,75.54706734,74.38453256,73.2542593,72.10906903,70.90016928,69.62122855,68.29175636,66.89828465,65.10043722,63.06577795,61.22317196,59.51103933,57.88801506,56.36614859,54.97042469,53.73303956,52.66701564,51.59092237,50.56195625,49.6819505
Bermuda,BMU,Age dependency ratio (% of working-age population),SP.POP.DPND,63.49375852,63.07300814,62.05877239,60.84977238,59.7830349,58.91140927,58.18367917,57.53756665,56.87899597,56.21221325,55.38917926,54.39866527,53.24304456,51.90874181,50.53278457,49.20751105,47.99977744,46.88488516,45.82925237,44.83389867,43.98209112,43.29480972,42.64251904,42.00477327,41.43229558,40.88995642,40.34632882,39.89069717,39.5994832,39.46669827,39.48556381,39.70128763,40.06788736,40.44008964,40.78794351,41.04912769,41.2739063,41.50021051,41.67519063,41.8164989,41.92622857,42.01904069,42.06164616,42.07893025,42.07698995,41.94933068,41.62203687,41.34971463,41.37228997,41.52399845,41.92564181,42.65449966,43.42504261,44.13916977,44.677165,45.10977156,45.85837589,47.1185738,48.54632922,49.93782991,51.40521327,52.85768991
Bolivia,BOL,Age dependency ratio (% of working-age population),SP.POP.DPND,84.34274327,83.98359056,83.6285667,83.41513051,83.39327391,83.41685229,83.4209485,83.44036554,83.46504811,83.4804499,83.48012192,83.46272432,83.415167,83.29490891,83.12938806,82.96143584,82.80086821,82.66056517,82.52247624,82.37190948,82.21016048,82.03871287,81.83887044,81.59722315,81.34023974,81.09880555,80.8616158,80.62816862,80.39538623,80.15082698,79.90540013,79.63904035,79.32380761,79.20422708,79.24202625,79.16216275,78.97483871,78.67188172,78.26018121,77.75625318,77.12769949,76.20302842,75.01563731,73.7641476,72.48627975,71.20349586,69.96957432,68.80384765,67.69147503,66.65313167,65.68835917,64.76563612,63.87929023,62.99571321,62.07130552,61.15953772,60.30808203,59.4996783,58.71724729,57.96405512,57.18437069,56.32851386
Brazil,BRA,Age dependency ratio (% of working-age population),SP.POP.DPND,87.67449289,88.326004,88.82198132,89.07306083,88.96574036,88.58241307,88.07157971,87.40966634,86.59292162,85.65096658,84.61985493,83.52612818,82.37539376,81.18139988,79.94309407,78.68548533,77.45057713,76.24170635,75.08046481,74.00697897,73.05210049,72.22658815,71.51761672,70.89525981,70.30285604,69.68158115,69.01411717,68.3069203,67.54062965,66.72611217,65.85127637,64.89114588,63.84855001,62.74392027,61.60322295,60.43750611,59.25636501,58.07128056,56.90753463,55.76734936,54.64985124,53.58266854,52.56231458,51.5794839,50.67130821,49.85815819,49.11031365,48.40285078,47.70840376,47.01751131,46.33285433,45.66533519,45.03505863,44.45447791,43.99995507,43.68639979,43.41739205,43.21703247,43.15453466,43.14452868,43.11377925,43.10600973
Barbados,BRB,Age dependency ratio (% of working-age population),SP.POP.DPND,75.66587603,76.78010847,78.36634867,79.75126312,81.05267181,82.01484023,82.48211485,82.63000397,82.38531831,81.64755268,80.37524938,78.66958612,76.63387312,74.39247806,72.09225815,69.77161232,67.48873783,65.38683201,63.59240069,62.12630348,60.98428096,60.12423454,59.49016452,59.04784345,58.69628241,58.30335989,57.77838845,57.08845768,56.26951391,55.43975155,54.55913259,53.61924897,52.80521463,52.18012408,51.71182452,51.34408447,50.97579612,50.57404198,50.1455086,49.77972819,49.44605064,49.03350443,48.7021938,48.38770518,47.93256384,47.38943523,46.80176537,46.37123953,46.34977723,46.62660797,46.75620232,46.69037971,46.66624185,46.67644986,46.70060691,46.70950587,46.69056681,46.79913557,47.09582413,47.55610093,48.21289965,48.98171106
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),SP.POP.DPND,96.62711669,98.92719115,100.6607647,101.4657346,101.2634708,100.1059204,98.18879482,95.76121688,93.10252619,90.48270936,88.10376933,86.32277656,85.21851065,84.00814714,82.15234251,79.82991665,77.31086118,74.83291648,72.61566499,70.8267613,69.51137009,68.613126,67.89683337,67.12867141,66.31881498,65.51513435,64.75728921,64.10794541,63.58812878,63.16977057,62.79296693,62.70544683,63.15517079,63.66108125,63.76645743,63.46956845,62.72479912,61.51180599,59.92916481,58.15597692,56.32141938,54.46979038,52.64041118,50.88216493,49.23140616,47.71846576,46.33942415,45.05915381,43.85015336,42.7044715,41.63617963,40.84534216,40.36285562,40.02149462,39.73646083,39.45678179,39.23374603,39.08675386,39.01349885,39.02458376,39.09225164,39.19254678
Bhutan,BTN,Age dependency ratio (% of working-age population),SP.POP.DPND,75.25880983,74.47807412,73.68111672,73.18787302,73.01305403,73.17931166,73.68240298,74.19160177,74.68817043,75.16954079,75.65305799,76.14612445,76.64465491,77.15235701,77.65274317,78.14036046,78.61491143,79.06392575,79.47532786,79.86659748,80.25028432,80.61654889,80.95922084,81.24669626,81.46331297,81.61740728,81.71429612,81.74894457,81.71954001,81.62309728,81.54280271,81.43032457,81.13422892,80.64017147,79.99309392,79.1664827,78.16194823,76.95892051,75.54335154,74.10248748,72.57517024,70.72579846,68.59386192,66.2232315,63.64160482,61.26949241,59.40505448,57.74692544,56.13740804,54.65772282,53.32871148,52.15249975,51.1490061,50.29568839,49.4792079,48.59357945,47.65149441,46.42100534,44.8967408,43.37577857,41.96146029,40.723995
